,Date,Hour,Power
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1116,,11,729.25
1117,,12,551.25
1118,,13,996.8333333333334
1119,,14,803.0
1120,,15,358.2727272727273
1121,,16,64.66666666666667
1122,,17,0.0
1123,,18,0.0
1124,,19,0.0
1125,,20,0.0
1126,,21,0.0
1127,,22,0.0
1128,,23,0.0
1129,2020-01-06,8,183.6666666666667
1130,,9,1012.666666666667
1131,,10,4244.5
1132,,11,6927.583333333333
1133,,12,8236.25
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1134,,13,8097.916666666667
1135,,14,5844.0
1136,,15,1633.0
1137,,16,73.9090909090909
1138,,17,0.0
1139,,18,0.0
1140,,19,0.0
1141,,20,0.0
1142,,21,0.0
1143,,22,0.0
1144,,23,0.0
1145,2020-01-07,8,137.0
1146,,9,473.75
1147,,10,510.0833333333333
1148,,11,670.5833333333334
1149,,12,769.6666666666666
1150,,13,593.8333333333334
1151,,14,432.75
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1152,,15,260.5454545454546
1153,,16,20.18181818181818
1154,,17,0.0
1155,,18,0.0
1156,,19,0.0
1157,,20,0.0
1158,,21,0.0
1159,,22,0.0
1160,,23,0.0
1161,2020-01-08,8,88.71428571428571
1162,,9,368.75
1163,,10,1177.083333333333
1164,,11,738.0
1165,,12,760.0
1166,,13,763.5
1167,,14,457.8333333333333
1168,,15,130.3333333333333
1169,,16,24.66666666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1170,,17,0.0
1171,,18,0.0
1172,,19,0.0
1173,,20,0.0
1174,,21,0.0
1175,,22,0.0
1176,,23,0.0
1177,2020-01-09,8,350.8888888888889
1178,,9,1730.0
1179,,10,4074.333333333333
1180,,11,6828.916666666667
1181,,12,7740.833333333333
1182,,13,7034.363636363636
1183,,14,4674.25
1184,,15,1178.545454545455
1185,,16,153.0
1186,,17,0.0
1187,,18,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1188,,19,0.0
1189,,20,0.0
1190,,21,0.0
1191,,22,0.0
1192,,23,0.0
1193,2020-01-10,8,170.5
1194,,9,962.0
1195,,10,4028.25
1196,,11,5587.916666666667
1197,,12,8260.833333333334
1198,,13,4437.166666666667
1199,,14,3233.5
1200,,15,549.3333333333334
1201,,16,123.75
1202,,17,0.0
1203,,18,0.0
1204,,19,0.0
1205,,20,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1206,,21,0.0
1207,,22,0.0
1208,,23,0.0
1209,2020-01-11,8,174.1666666666667
1210,,9,760.5833333333334
1211,,10,1863.166666666667
1212,,11,3701.0
1213,,12,3342.333333333333
1214,,13,3231.25
1215,,14,2311.0
1216,,15,1191.583333333333
1217,,16,102.2727272727273
1218,,17,0.0
1219,,18,0.0
1220,,19,0.0
1221,,20,0.0
1222,,21,0.0
1223,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1224,,23,0.0
1225,2020-01-12,8,210.9
1226,,9,1157.083333333333
1227,,10,4361.0
1228,,11,6899.375
1229,,15,658.5
1230,,16,106.8333333333333
1231,,17,0.0
1232,,18,0.0
1233,,19,0.0
1234,,20,0.0
1235,,21,0.0
1236,,22,0.0
1237,,23,0.0
1238,2020-01-13,8,109.875
1239,,9,634.0
1240,,10,1397.416666666667
1241,,11,3519.583333333333
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1242,,12,4892.166666666667
1243,,13,3311.0
1244,,14,1964.25
1245,,15,948.0
1246,,16,151.75
1247,,17,0.0
1248,,18,0.0
1249,,19,0.0
1250,,20,0.0
1251,,21,0.0
1252,,22,0.0
1253,,23,0.0
1254,2020-01-14,8,357.3
1255,,9,1710.583333333333
1256,,10,3739.545454545455
1257,,11,6188.833333333333
1258,,12,7457.166666666667
1259,,13,8383.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1260,,14,6053.666666666667
1261,,15,2362.833333333333
1262,,16,280.75
1263,,17,0.0
1264,,18,0.0
1265,,19,0.0
1266,,20,0.0
1267,,21,0.0
1268,,22,0.0
1269,,23,0.0
1270,2020-01-15,8,329.6
1271,,9,1309.666666666667
1272,,10,3916.25
1273,,11,6875.916666666667
1274,,12,8086.583333333333
1275,,13,8003.25
1276,,14,6480.083333333333
1277,,15,2497.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1278,,16,168.5
1279,,17,0.0
1280,,18,0.0
1281,,19,0.0
1282,,20,0.0
1283,,21,0.0
1284,,22,0.0
1285,,23,0.0
1286,2020-01-16,8,109.75
1287,,9,445.1666666666667
1288,,10,1039.25
1289,,11,4902.166666666667
1290,,12,7666.166666666667
1291,,13,8140.333333333333
1292,,14,4982.5
1293,,15,2112.75
1294,,16,209.9166666666667
1295,,17,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1296,,18,0.0
1297,,19,0.0
1298,,20,0.0
1299,,21,0.0
1300,,22,0.0
1301,,23,0.0
1302,2020-01-17,8,244.375
1303,,9,1244.666666666667
1304,,10,3888.0
1305,,11,6955.333333333333
1306,,12,7773.916666666667
1307,,13,8257.833333333334
1308,,14,6574.166666666667
1309,,15,2172.583333333333
1310,,16,119.4166666666667
1311,,17,0.0
1312,,18,0.0
1313,,19,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1314,,20,0.0
1315,,21,0.0
1316,,22,0.0
1317,,23,0.0
1318,2020-01-18,8,59.0
1319,,9,271.8333333333333
1320,,10,638.0
1321,,11,751.0
1322,,12,1746.833333333333
1323,,13,728.3333333333334
1324,,14,1445.454545454545
1325,,15,325.375
1326,,16,120.1
1327,,17,0.0
1328,,18,0.0
1329,,19,0.0
1330,,21,0.0
1331,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1332,,23,0.0
1333,2020-01-19,8,169.5714285714286
1334,,9,418.5
1335,,10,522.5
1336,,11,1127.833333333333
1337,,12,1738.916666666667
1338,,13,1531.818181818182
1339,,14,794.4166666666666
1340,,15,1764.5
1341,,16,302.6666666666667
1342,,17,0.0
1343,,18,0.0
1344,,19,0.0
1345,,20,0.0
1346,,21,0.0
1347,,22,0.0
1348,,23,0.0
1349,2020-01-20,8,146.6666666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1350,,9,695.25
1351,,10,1622.083333333333
1352,,11,1604.75
1353,,12,2332.0
1354,,13,1820.333333333333
1355,,14,1333.333333333333
1356,,15,795.25
1357,,16,233.5
1358,,17,0.0
1359,,18,0.0
1360,,19,0.0
1361,,20,0.0
1362,,21,0.0
1363,,22,0.0
1364,2020-01-21,8,481.4
1365,,9,1526.583333333333
1366,,10,1333.916666666667
1367,,11,1664.416666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1368,,12,1478.166666666667
1369,,13,1207.0
1370,,14,1109.916666666667
1371,,15,912.1666666666666
1372,,16,153.6666666666667
1373,,17,0.0
1374,,18,0.0
1375,,19,0.0
1376,,20,0.0
1377,,21,0.0
1378,,22,0.0
1379,2020-01-22,8,106.75
1380,,9,371.0
1381,,10,701.6666666666666
1382,,11,957.25
1383,,12,1265.083333333333
1384,,13,1149.916666666667
1385,,14,821.8333333333334
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1386,,15,388.1666666666667
1387,,16,68.58333333333333
1388,,17,0.0
1389,,18,0.0
1390,,19,0.0
1391,,20,0.0
1392,,21,0.0
1393,,22,0.0
1394,,23,0.0
1395,2020-01-23,8,150.1428571428571
1396,,9,456.25
1397,,10,930.0833333333334
1398,,11,1273.666666666667
1399,,12,1683.583333333333
1400,,13,1288.833333333333
1401,,14,1226.75
1402,,15,855.0833333333334
1403,,16,306.9166666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1404,,17,0.0
1405,,18,0.0
1406,,19,0.0
1407,,20,0.0
1408,,21,0.0
1409,,22,0.0
1410,,23,0.0
1411,2020-01-24,8,239.8333333333333
1412,,9,1328.416666666667
1413,,10,3874.272727272727
1414,,11,6966.75
1415,,12,8217.083333333334
1416,,13,8022.583333333333
1417,,14,6702.333333333333
1418,,15,3106.333333333333
1419,,16,504.5833333333333
1420,,17,2.0
1421,,18,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1422,,19,0.0
1423,,20,0.0
1424,,21,0.0
1425,,22,0.0
1426,,23,0.0
1427,2020-01-25,8,411.1818181818182
1428,,9,1401.25
1429,,10,2843.181818181818
1430,,11,4578.583333333333
1431,,12,3837.083333333333
1432,,13,4129.833333333333
1433,,14,2808.666666666667
1434,,15,1482.416666666667
1435,,16,259.5
1436,,17,0.0
1437,,18,0.0
1438,,19,0.0
1439,,20,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1440,,21,0.0
1441,,22,0.0
1442,,23,0.0
1443,2020-01-26,8,425.3636363636364
1444,,9,1580.75
1445,,10,3614.818181818182
1446,,11,4840.75
1447,,12,2126.666666666667
1448,,13,2078.416666666667
1449,,14,2482.833333333333
1450,,15,1565.083333333333
1451,,16,432.3333333333333
1452,,17,1.416666666666667
1453,,18,0.0
1454,,19,0.0
1455,,20,0.0
1456,,21,0.0
1457,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1458,,23,0.0
1459,2020-01-27,8,341.0
1460,,9,885.8181818181819
1461,,10,4062.666666666667
1462,,11,7188.545454545455
1463,,12,7692.0
1464,,13,7319.666666666667
1465,,14,5536.727272727273
1466,,15,2956.083333333333
1467,,16,287.0833333333333
1468,,17,0.0
1469,,18,0.0
1470,,19,0.0
1471,,20,0.0
1472,,21,0.0
1473,,22,0.0
1474,,23,0.0
1475,2020-01-28,8,185.2857142857143
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1476,,9,265.6666666666667
1477,,10,374.4545454545454
1478,,11,695.5833333333334
1479,,12,635.4166666666666
1480,,13,594.9166666666666
1481,,14,2535.666666666667
1482,,15,4055.166666666667
1483,,16,210.1666666666667
1484,,17,0.0
1485,,18,0.0
1486,,19,0.0
1487,,20,0.0
1488,,21,0.0
1489,,22,0.0
1490,,23,0.0
1491,2020-01-29,8,282.7272727272727
1492,,9,1404.0
1493,,10,2578.090909090909
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1494,,11,2136.333333333333
1495,,12,2842.166666666667
1496,,13,2162.666666666667
1497,,14,1032.166666666667
1498,,15,604.9166666666666
1499,,16,119.5
1500,,17,0.0
1501,,18,0.0
1502,,19,0.0
1503,,20,0.0
1504,,21,0.0
1505,,22,0.0
1506,,23,0.0
1507,2020-01-30,8,368.1818181818182
1508,,9,1351.75
1509,,10,4521.0
1510,,11,7854.0
1511,,12,8763.083333333334
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1512,,13,7471.0
1513,,14,4527.0
1514,,15,1847.181818181818
1515,,16,621.0
1516,,17,1.0
1517,,18,0.0
1518,,19,0.0
1519,,20,0.0
1520,,21,0.0
1521,,22,0.0
1522,,23,0.0
1523,2020-01-31,8,393.5
1524,,9,743.25
1525,,10,1264.833333333333
1526,,11,2752.5
1527,,12,3482.166666666667
1528,,13,2004.916666666667
1529,,14,591.0833333333334
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1530,,15,388.9166666666667
1531,,16,157.3333333333333
1532,,17,0.0
1533,,18,0.0
1534,,19,0.0
1535,,20,0.0
1536,,21,0.0
1537,,22,0.0
1538,,23,0.0
1539,2020-02-01,7,154.25
1540,,8,696.25
1541,,9,1368.916666666667
1542,,10,4442.583333333333
1543,,11,7455.666666666667
1544,,12,8580.25
1545,,13,7286.75
1546,,14,2838.166666666667
1547,,15,882.75
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1548,,16,59.63636363636363
1549,,17,0.0
1550,,18,0.0
1551,,19,0.0
1552,,20,0.0
1553,,21,0.0
1554,,22,0.0
1555,,23,0.0
1556,2020-02-02,7,133.0
1557,,8,365.1111111111111
1558,,9,1338.416666666667
1559,,10,794.0833333333334
1560,,11,1104.5
1561,,12,1273.083333333333
1562,,13,961.8333333333334
1563,,14,907.1666666666666
1564,,15,697.75
1565,,16,137.8333333333333
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1566,,17,0.0
1567,,18,0.0
1568,,19,0.0
1569,,20,0.0
1570,,21,0.0
1571,,22,0.0
1572,,23,0.0
1573,2020-02-03,8,104.6666666666667
1574,,9,182.9166666666667
1575,,10,409.5833333333333
1576,,11,694.0833333333334
1577,,12,579.1666666666666
1578,,13,474.5833333333333
1579,,14,319.3333333333333
1580,,15,174.8333333333333
1581,,16,27.41666666666667
1582,,17,0.0
1583,,18,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1584,,19,0.0
1585,,20,0.0
1586,,21,0.0
1587,,22,0.0
1588,,23,0.0
1589,2020-02-04,8,200.2222222222222
1590,,9,1230.083333333333
1591,,10,1418.666666666667
1592,,11,1480.25
1593,,12,2182.75
1594,,13,2448.333333333333
1595,,14,1423.666666666667
1596,,15,1189.416666666667
1597,,16,327.5833333333333
1598,,17,14.83333333333333
1599,,18,0.0
1600,,19,0.0
1601,,20,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1602,,21,0.0
1603,,22,0.0
1604,,23,0.0
1605,2020-02-05,8,98.875
1606,,9,720.75
1607,,10,1775.083333333333
1608,,11,1813.25
1609,,12,1276.833333333333
1610,,13,1475.25
1611,,14,788.1666666666666
1612,,15,880.1666666666666
1613,,16,529.5833333333334
1614,,17,7.272727272727272
1615,,18,0.0
1616,,19,0.0
1617,,20,0.0
1618,,21,0.0
1619,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1620,,23,0.0
1621,2020-02-06,7,122.0
1622,,8,459.3333333333333
1623,,9,1347.916666666667
1624,,10,4730.833333333333
1625,,11,7146.916666666667
1626,,12,9896.666666666666
1627,,13,9823.0
1628,,14,8793.416666666666
1629,,15,5432.5
1630,,16,1241.916666666667
1631,,17,46.58333333333334
1632,,18,0.0
1633,,19,0.0
1634,,20,0.0
1635,,21,0.0
1636,,22,0.0
1637,,23,0.0
0,2020-02-07,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1638,,7,103.0
1639,,8,434.5833333333333
1640,,9,1449.583333333333
1641,,10,4637.166666666667
1642,,11,8116.833333333333
1643,,12,9525.75
1644,,13,9648.333333333334
1645,,14,8329.916666666666
1646,,15,5097.833333333333
1647,,16,1271.0
1648,,17,49.75
1649,,18,0.0
1650,,19,0.0
1651,,20,0.0
1652,,21,0.0
1653,,22,0.0
1654,,23,0.0
1655,2020-02-08,7,104.6666666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1656,,8,424.3333333333333
1657,,9,1446.666666666667
1658,,10,4754.083333333333
1659,,11,8267.5
1660,,12,9669.833333333334
1661,,13,9319.75
1662,,14,6942.5
1663,,15,3847.333333333333
1664,,16,835.4166666666666
1665,,17,37.83333333333334
1666,,18,0.0
1667,,19,0.0
1668,,20,0.0
1669,,21,0.0
1670,,22,0.0
1671,,23,0.0
1672,2020-02-09,7,132.2
1673,,8,506.25
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1674,,9,1611.416666666667
1675,,10,4634.25
1676,,11,8346.916666666666
1677,,12,8987.0
1678,,13,9868.125
1679,,14,8320.5
1680,,15,4268.833333333333
1681,,16,1160.5
1682,,17,34.08333333333334
1683,,18,0.0
1684,,19,0.0
1685,,20,0.0
1686,,21,0.0
1687,,22,0.0
1688,,23,0.0
1689,2020-02-10,7,69.33333333333333
1690,,8,198.4166666666667
1691,,9,107.5833333333333
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1692,,10,364.1666666666667
1693,,11,2337.083333333333
1694,,12,6803.083333333333
1695,,13,1590.0
1696,,14,7462.916666666667
1697,,15,4814.0
1698,,16,595.3333333333334
1699,,17,18.08333333333333
1700,,18,0.0
1701,,19,0.0
1702,,20,0.0
1703,,21,0.0
1704,,22,0.0
1705,,23,0.0
1706,2020-02-11,7,55.0
1707,,8,288.5
1708,,9,495.9166666666667
1709,,10,848.25
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1710,,11,6184.333333333333
1711,,12,4505.583333333333
1712,,13,6180.916666666667
1713,,14,1610.916666666667
1714,,15,1781.333333333333
1715,,16,1278.818181818182
1716,,17,40.5
1717,,18,0.0
1718,,19,0.0
1719,,20,0.0
1720,,21,0.0
1721,,22,0.0
1722,,23,0.0
1723,2020-02-12,7,122.0
1724,,8,739.0
1725,,9,1405.0
1726,,10,1735.583333333333
1727,,11,1255.25
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1728,,12,1529.090909090909
1729,,13,2064.25
1730,,14,1766.0
1731,,15,1080.083333333333
1732,,16,157.75
1733,,17,27.58333333333333
1734,,18,0.0
1735,,19,0.0
1736,,20,0.0
1737,,21,0.0
1738,,22,0.0
1739,,23,0.0
1740,2020-02-13,7,207.0
1741,,8,927.1818181818181
1742,,9,2177.25
1743,,10,4350.75
1744,,11,8074.083333333333
1745,,12,9342.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1746,,13,4622.416666666667
1747,,14,1304.0
1748,,15,1418.5
1749,,16,240.3333333333333
1750,,17,7.333333333333333
1751,,18,0.0
1752,,19,0.0
1753,,20,0.0
1754,,21,0.0
1755,,22,0.0
1756,,23,0.0
1757,2020-02-14,7,52.5
1758,,8,293.8333333333333
1759,,9,1459.272727272727
1760,,10,573.6666666666666
1761,,11,929.1666666666666
1762,,12,1659.181818181818
1763,,13,1966.666666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1764,,14,2019.333333333333
1765,,15,394.1666666666667
1766,,16,279.4166666666667
1767,,17,30.16666666666667
1768,,18,0.0
1769,,19,0.0
1770,,20,0.0
1771,,21,0.0
1772,,22,0.0
1773,,23,0.0
1774,2020-02-15,8,1156.6
1775,,9,2352.75
1776,,10,3028.916666666667
1777,,11,5512.416666666667
1778,,12,8475.916666666666
1779,,13,9221.0
1780,,14,7606.083333333333
1781,,15,5171.583333333333
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1782,,16,1637.666666666667
1783,,17,162.9166666666667
1784,,18,0.0
1785,,19,0.0
1786,,20,0.0
1787,,21,0.0
1788,,22,0.0
1789,,23,0.0
1790,2020-02-16,7,294.1666666666667
1791,,8,654.1666666666666
1792,,9,1135.916666666667
1793,,10,2694.416666666667
1794,,11,5118.75
1795,,12,4781.75
1796,,13,3493.666666666667
1797,,14,4288.416666666667
1798,,15,1781.0
1799,,16,845.4166666666666
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1800,,17,159.4166666666667
1801,,18,0.0
1802,,19,0.0
1803,,20,0.0
1804,,21,0.0
1805,,22,0.0
1806,,23,0.0
1807,2020-02-17,7,127.0
1808,,8,676.6666666666666
1809,,9,2066.833333333333
1810,,10,4163.166666666667
1811,,11,5020.083333333333
1812,,12,4523.166666666667
1813,,13,5308.25
1814,,14,1515.416666666667
1815,,15,203.3333333333333
1816,,16,13.25
1817,,17,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1818,,18,0.0
1819,,19,0.0
1820,,20,0.0
1821,,21,0.0
1822,,22,0.0
1823,,23,0.0
1824,2020-02-18,7,209.8333333333333
1825,,8,804.6666666666666
1826,,9,1899.5
1827,,10,3953.727272727273
1828,,11,4873.1
1829,,12,4957.8
1830,,13,1935.0
1831,,14,3946.555555555556
1832,,15,1849.833333333333
1833,,16,2424.7
1834,,17,130.0
1835,,18,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1836,,19,0.0
1837,,20,0.0
1838,,21,0.0
1839,,22,0.0
1840,,23,0.0
1841,2020-02-19,7,62.5
1842,,8,670.5
1843,,9,1482.916666666667
1844,,10,1564.166666666667
1845,,11,1068.166666666667
1846,,12,3352.75
1847,,13,2904.666666666667
1848,,14,2471.166666666667
1849,,15,3242.25
1850,,16,1101.5
1851,,17,91.0909090909091
1852,,18,0.0
1853,,19,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1854,,20,0.0
1855,,21,0.0
1856,,22,0.0
1857,,23,0.0
1858,2020-02-20,7,183.1666666666667
1859,,8,875.25
1860,,9,1785.416666666667
1861,,10,2993.333333333333
1862,,11,3524.833333333333
1863,,12,2802.583333333333
1864,,13,2529.545454545455
1865,,14,4143.818181818182
1866,,15,5383.416666666667
1867,,16,2446.0
1868,,17,387.25
1869,,18,0.0
1870,,19,0.0
1871,,20,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1872,,21,0.0
1873,,22,0.0
1874,,23,0.0
1875,2020-02-21,7,458.0
1876,,8,974.4166666666666
1877,,9,2178.0
1878,,10,4508.5
1879,,11,9940.416666666666
1880,,12,9757.666666666666
1881,,13,10976.54545454545
1882,,14,9703.5
1883,,15,7193.083333333333
1884,,16,3674.1
1885,,17,143.0
1886,,18,0.0
1887,,19,0.0
1888,,20,0.0
1889,,21,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1890,,22,0.0
1891,,23,0.0
1892,2020-02-22,7,159.1428571428571
1893,,8,584.75
1894,,9,2033.75
1895,,10,5229.25
1896,,11,8738.916666666666
1897,,12,9853.333333333334
1898,,13,7830.545454545455
1899,,14,9700.0
1900,,15,6759.166666666667
1901,,16,1986.666666666667
1902,,17,192.1666666666667
1903,,18,0.0
1904,,19,0.0
1905,,20,0.0
1906,,21,0.0
1907,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1908,,23,0.0
1909,2020-02-23,7,123.0
1910,,8,372.9166666666667
1911,,9,520.0
1912,,10,1227.166666666667
1913,,11,1679.166666666667
1914,,12,1387.083333333333
1915,,13,1908.083333333333
1916,,14,1858.583333333333
1917,,15,1009.25
1918,,16,584.3333333333334
1919,,17,47.83333333333334
1920,,18,0.0
1921,,19,0.0
1922,,20,0.0
1923,,21,0.0
1924,,22,0.0
1925,,23,0.0
0,2020-02-24,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1926,,7,62.75
1927,,8,471.0
1928,,9,1230.666666666667
1929,,10,2615.25
1930,,11,3360.3
1931,,12,3099.090909090909
1932,,13,2469.9
1933,,14,1390.0
1934,,15,4370.833333333333
1935,,16,3625.0
1936,,17,380.1666666666667
1937,,18,0.0
1938,,19,0.0
1939,,20,0.0
1940,,21,0.0
1941,,22,0.0
1942,,23,0.0
1943,2020-02-25,7,167.5555555555555
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1944,,8,642.6666666666666
1945,,9,1386.083333333333
1946,,10,2817.0
1947,,11,1997.333333333333
1948,,12,3855.666666666667
1949,,13,3014.363636363636
1950,,14,1873.0
1951,,15,1643.916666666667
1952,,16,483.8333333333333
1953,,17,59.08333333333334
1954,,18,0.0
1955,,19,0.0
1956,,20,0.0
1957,,21,0.0
1958,,22,0.0
1959,,23,0.0
1960,2020-02-26,7,341.0
1961,,8,789.3333333333334
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1962,,9,2242.090909090909
1963,,14,2281.636363636364
1964,,15,2326.727272727273
1965,,16,2505.416666666667
1966,,17,146.5833333333333
1967,,18,0.0
1968,,19,0.0
1969,,20,0.0
1970,,21,0.0
1971,,22,0.0
1972,,23,0.0
1973,2020-02-27,8,158.0833333333333
1974,,9,649.25
1975,,10,5940.75
1976,,11,8938.333333333334
1977,,12,5782.5
1978,,13,3896.5
1979,,14,2048.909090909091
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1980,,15,662.5
1981,,16,87.33333333333333
1982,,17,0.0
1983,,18,0.0
1984,,19,0.0
1985,,20,0.0
1986,,21,0.0
1987,,22,0.0
1988,,23,0.0
1989,2020-02-28,7,69.0
1990,,8,537.8333333333334
1991,,9,2014.666666666667
1992,,10,7003.333333333333
1993,,11,4200.583333333333
1994,,12,5972.25
1995,,13,3750.166666666667
1996,,14,2271.333333333333
1997,,15,895.25
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
1998,,16,615.9166666666666
1999,,17,550.5833333333334
2000,,18,0.0
2001,,19,0.0
2002,,20,0.0
2003,,21,0.0
2004,,22,0.0
2005,,23,0.0
2006,2020-03-01,6,0.0
2007,,7,147.25
2008,,8,674.9166666666666
2009,,9,1792.666666666667
2010,,10,5970.5
2011,,11,9042.416666666666
2012,,12,8394.083333333334
2013,,13,4257.3
2014,,14,3944.636363636364
2015,,15,3460.666666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2016,,16,1511.083333333333
2017,,17,363.9166666666667
2018,,18,0.0
2019,,19,0.0
2020,,20,0.0
2021,,21,0.0
2022,,22,0.0
2023,,23,0.0
2024,2020-03-02,7,225.9090909090909
2025,,8,874.0
2026,,9,2654.333333333333
2027,,10,5775.583333333333
2028,,11,7172.416666666667
2029,,12,4841.0
2030,,13,1669.166666666667
2031,,14,1861.916666666667
2032,,15,1203.0
2033,,16,644.8333333333334
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2034,,17,154.25
2035,,18,0.0
2036,,19,0.0
2037,,20,0.0
2038,,21,0.0
2039,,22,0.0
2040,,23,0.0
2041,2020-03-03,7,441.875
2042,,8,585.0833333333334
2043,,9,1129.166666666667
2044,,10,2156.083333333333
2045,,11,2779.583333333333
