,Date,Hour,Power
2046,,12,1904.833333333333
2047,,13,854.8333333333334
2048,,14,1845.083333333333
2049,,15,1061.666666666667
2050,,16,821.6666666666666
2051,,17,253.3636363636364
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2052,,18,0.0
2053,,19,0.0
2054,,20,0.0
2055,,21,0.0
2056,,22,0.0
2057,,23,0.0
2058,2020-03-04,7,306.625
2059,,8,1579.5
2060,,9,3044.5
2061,,10,5813.333333333333
2062,,11,2278.666666666667
2063,,12,4857.416666666667
2064,,13,3098.083333333333
2065,,14,2257.666666666667
2066,,15,2286.090909090909
2067,,16,1013.583333333333
2068,,17,139.0833333333333
2069,,18,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2070,,19,0.0
2071,,20,0.0
2072,,21,0.0
2073,,22,0.0
2074,,23,0.0
2075,2020-03-05,7,391.4166666666667
2076,,8,1013.083333333333
2077,,9,2461.083333333333
2078,,10,2974.083333333333
2079,,11,4491.083333333333
2080,,12,3732.833333333333
2081,,13,2391.083333333333
2082,,14,1919.666666666667
2083,,15,1034.083333333333
2084,,16,411.1666666666667
2085,,17,51.66666666666666
2086,,18,0.0
2087,,19,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2088,,20,0.0
2089,,21,0.0
2090,,22,0.0
2091,,23,0.0
2092,2020-03-06,7,511.5833333333333
2093,,8,1155.333333333333
2094,,9,3406.083333333333
2095,,10,5260.0
2096,,11,4156.6
2097,,12,3239.5
2098,,13,5894.916666666667
2099,,14,6407.083333333333
2100,,15,2710.166666666667
2101,,16,807.5833333333334
2102,,17,107.5833333333333
2103,,18,0.0
2104,,19,0.0
2105,,20,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2106,,21,0.0
2107,,22,0.0
2108,,23,0.0
2109,2020-03-07,6,96.0
2110,,7,420.25
2111,,8,1026.083333333333
2112,,9,1761.75
2113,,10,2286.5
2114,,11,3321.666666666667
2115,,12,4821.166666666667
2116,,13,5274.833333333333
2117,,14,1723.666666666667
2118,,15,1156.333333333333
2119,,16,442.5
2120,,17,236.5
2121,,18,0.0
2122,,19,0.0
2123,,20,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2124,,21,0.0
2125,,22,0.0
2126,,23,0.0
2127,2020-03-08,6,108.5
2128,,7,428.3333333333333
2129,,8,1425.583333333333
2130,,9,3274.545454545455
2131,,10,7238.833333333333
2132,,11,9389.166666666666
2133,,12,9098.583333333334
2134,,13,11127.90909090909
2135,,14,10115.75
2136,,15,8061.818181818182
2137,,16,4031.083333333333
2138,,17,1013.083333333333
2139,,18,2.333333333333333
2140,,19,0.0
2141,,20,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2142,,21,0.0
2143,,22,0.0
2144,,23,0.0
2145,2020-03-09,7,247.4444444444445
2146,,8,919.5
2147,,9,1490.0
2148,,10,1458.166666666667
2149,,11,1642.333333333333
2150,,12,2645.416666666667
2151,,13,3677.083333333333
2152,,14,5776.833333333333
2153,,15,2963.166666666667
2154,,16,2408.25
2155,,17,542.25
2156,,18,5.166666666666667
2157,,19,0.0
2158,,20,0.0
2159,,21,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2160,,22,0.0
2161,,23,0.0
2162,2020-03-10,6,47.5
2163,,7,212.6666666666667
2164,,8,479.6666666666667
2165,,9,853.4166666666666
2166,,10,1412.5
2167,,11,1600.75
2168,,12,1977.833333333333
2169,,13,1584.0
2170,,14,1314.583333333333
2171,,15,794.5833333333334
2172,,16,282.0833333333333
2173,,17,66.54545454545455
2174,,18,0.0
2175,,19,0.0
2176,,20,0.0
2177,,21,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2178,,22,0.0
2179,,23,0.0
2180,2020-03-11,6,112.0
2181,,7,588.0
2182,,8,1984.166666666667
2183,,9,3471.75
2184,,10,3447.833333333333
2185,,11,6106.166666666667
2186,,12,4140.5
2187,,13,1975.727272727273
2188,,14,1555.25
2189,,15,1202.833333333333
2190,,16,1236.916666666667
2191,,17,506.75
2192,,18,9.416666666666666
2193,,19,0.0
2194,,20,0.0
2195,,21,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2196,,22,0.0
2197,,23,0.0
2198,2020-03-12,6,135.6666666666667
2199,,7,549.0833333333334
2200,,8,1585.5
2201,,9,3569.75
2202,,10,5072.0
2203,,11,4465.666666666667
2204,,12,4210.833333333333
2205,,13,4898.0
2206,,14,8407.833333333334
2207,,15,4818.583333333333
2208,,16,2578.25
2209,,17,914.4166666666666
2210,,18,5.583333333333333
2211,,19,0.0
2212,,20,0.0
2213,,21,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2214,,22,0.0
2215,,23,0.0
2216,2020-03-13,7,48.8
2217,,8,505.1666666666667
2218,,9,1077.833333333333
2219,,10,2474.166666666667
2220,,11,6725.916666666667
2221,,12,6442.333333333333
2222,,13,11395.08333333333
2223,,14,10068.08333333333
2224,,15,8716.833333333334
2225,,16,5645.75
2226,,17,1464.833333333333
2227,,18,15.66666666666667
2228,,19,0.0
2229,,20,0.0
2230,,21,0.0
2231,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2232,,23,0.0
2233,2020-03-14,6,180.8
2234,,7,835.0833333333334
2235,,8,2531.666666666667
2236,,9,4218.333333333333
2237,,10,7067.0
2238,,11,6950.75
2239,,12,6752.583333333333
2240,,13,6104.25
2241,,14,7177.916666666667
2242,,15,3847.0
2243,,16,2883.583333333333
2244,,17,504.25
2245,,18,26.16666666666667
2246,,19,0.0
2247,,20,0.0
2248,,21,0.0
2249,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2250,,23,0.0
2251,2020-03-15,6,155.0
2252,,7,563.8333333333334
2253,,8,1833.083333333333
2254,,9,4238.416666666667
2255,,10,8483.75
2256,,11,11105.58333333333
2257,,12,11586.16666666667
2258,,13,11402.58333333333
2259,,14,10354.0
2260,,15,8247.5
2261,,16,5023.166666666667
2262,,17,1056.25
2263,,18,30.0
2264,,19,0.0
2265,,20,0.0
2266,,21,0.0
2267,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2268,,23,0.0
2269,2020-03-16,6,128.5
2270,,7,473.75
2271,,8,1748.333333333333
2272,,9,4088.0
2273,,10,8070.666666666667
2274,,11,10558.16666666667
2275,,12,11024.41666666667
2276,,13,10868.58333333333
2277,,14,9835.25
2278,,15,8073.416666666667
2279,,16,5433.75
2280,,17,1765.416666666667
2281,,18,43.41666666666666
2282,,19,0.0
2283,,20,0.0
2284,,21,0.0
2285,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2286,,23,0.0
2287,2020-03-17,6,95.0
2288,,7,458.75
2289,,8,1459.5
2290,,9,3209.75
2291,,10,4987.0
2292,,11,3760.333333333333
2293,,12,2652.75
2294,,13,1479.0
2295,,14,1709.166666666667
2296,,15,1584.25
2297,,16,934.0833333333334
2298,,17,267.0
2299,,18,4.916666666666667
2300,,19,0.0
2301,,20,0.0
2302,,21,0.0
2303,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2304,,23,0.0
2305,2020-03-18,6,170.3333333333333
2306,,7,791.4166666666666
2307,,8,2074.333333333333
2308,,9,4400.333333333333
2309,,10,8215.75
2310,,11,10482.0
2311,,12,8248.333333333334
2312,,13,10927.66666666667
2313,,14,8370.166666666666
2314,,15,8058.222222222223
2315,,16,5056.0
2316,,17,1490.583333333333
2317,,18,41.58333333333334
2318,,19,0.0
2319,,20,0.0
2320,,21,0.0
2321,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2322,,23,0.0
2323,2020-03-19,6,207.3333333333333
2324,,7,696.1666666666666
2325,,8,2243.333333333333
2326,,9,4596.583333333333
2327,,10,8194.75
2328,,11,10546.5
2329,,12,10994.25
2330,,13,10751.66666666667
2331,,14,9760.666666666666
2332,,15,7797.666666666667
2333,,16,5026.166666666667
2334,,17,1479.083333333333
2335,,18,49.6
2336,,19,0.0
2337,,20,0.0
2338,,21,0.0
2339,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2340,,23,0.0
2341,2020-03-20,6,226.0
2342,,7,958.8333333333334
2343,,8,2624.5
2344,,9,4858.833333333333
2345,,10,6876.75
2346,,11,10351.08333333333
2347,,12,10376.83333333333
2348,,13,10009.75
2349,,14,9435.90909090909
2350,,15,7737.916666666667
2351,,16,5073.0
2352,,17,1637.416666666667
2353,,18,52.90909090909091
2354,,19,0.0
2355,,20,0.0
2356,,21,0.0
2357,,22,0.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2358,,23,0.0
2359,2020-03-21,7,72.45454545454545
2360,,8,198.5
2361,,9,566.25
2362,,10,747.6666666666666
2363,,11,665.6666666666666
2364,,12,2014.083333333333
2365,,13,1801.416666666667
2366,,14,1367.916666666667
2367,,15,1009.916666666667
2368,,16,436.0
2369,,17,178.0833333333333
2370,,18,0.0
2371,,19,0.0
2372,,20,0.0
2373,,21,0.0
2374,,22,0.0
2375,,23,0.0
0,2020-03-22,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2376,,6,48.33333333333334
2377,,7,189.8333333333333
2378,,8,674.5
2379,,9,2148.25
2380,,10,7938.083333333333
2381,,11,12176.75
2382,,12,12714.33333333333
2383,,13,12082.16666666667
2384,,14,11077.25
2385,,15,9142.0
2386,,16,6029.083333333333
2387,,17,2100.916666666667
2388,,18,92.9090909090909
2389,,19,0.0
2390,,20,0.0
2391,,21,0.0
2392,,22,0.0
2393,,23,0.0
0,2020-03-23,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2394,,6,260.1666666666667
2395,,7,675.3333333333334
2396,,8,2711.583333333333
2397,,9,5664.333333333333
2398,,10,9762.75
2399,,11,12185.16666666667
2400,,12,12640.33333333333
2401,,13,12390.5
2402,,14,11099.33333333333
2403,,15,9126.0
2404,,16,6057.25
2405,,17,2054.5
2406,,18,85.2
2407,,19,0.0
2408,,20,0.0
2409,,21,0.0
2410,,22,0.0
2411,,23,0.0
0,2020-03-24,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2412,,6,238.2222222222222
2413,,7,792.6666666666666
2414,,8,2844.916666666667
2415,,9,5653.833333333333
2416,,10,9456.666666666666
2417,,11,11855.0
2418,,12,12174.16666666667
2419,,13,11814.5
2420,,14,10533.25
2421,,15,8620.75
2422,,16,5622.666666666667
2423,,17,1877.416666666667
2424,,18,91.36363636363636
2425,,19,0.0
2426,,20,0.0
2427,,21,0.0
2428,,22,0.0
2429,,23,0.0
0,2020-03-25,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2430,,6,224.75
2431,,7,705.0909090909091
2432,,8,2775.083333333333
2433,,9,5716.75
2434,,10,9598.25
2435,,11,11987.08333333333
2436,,12,12526.58333333333
2437,,13,12314.41666666667
2438,,14,11316.08333333333
2439,,15,8991.75
2440,,16,6318.875
2441,,17,2064.090909090909
2442,,18,129.3333333333333
2443,,19,0.0
2444,,20,0.0
2445,,21,0.0
2446,,22,0.0
2447,,23,0.0
0,2020-03-26,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2448,,6,276.0
2449,,7,949.3333333333334
2450,,8,1997.0
2451,,9,3822.5
2452,,10,4517.25
2453,,11,5032.333333333333
2454,,12,6988.25
2455,,13,5445.25
2456,,14,6597.75
2457,,15,6947.416666666667
2458,,16,1685.3
2459,,17,783.3636363636364
2460,,18,58.83333333333334
2461,,19,0.0
2462,,20,0.0
2463,,21,0.0
2464,,22,0.0
2465,,23,0.0
0,2020-03-27,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2466,,6,246.4444444444445
2467,,7,841.25
2468,,8,2919.0
2469,,9,5950.166666666667
2470,,10,9177.25
2471,,11,9825.833333333334
2472,,12,11165.66666666667
2473,,13,10962.58333333333
2474,,14,10358.83333333333
2475,,15,8763.916666666666
2476,,16,6808.75
2477,,17,1351.833333333333
2478,,18,85.66666666666667
2479,,19,0.0
2480,,20,0.0
2481,,21,0.0
2482,,22,0.0
2483,,23,0.0
0,2020-03-28,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2484,,6,330.4
2485,,7,1062.833333333333
2486,,8,3252.416666666667
2487,,9,5939.416666666667
2488,,10,9267.333333333334
2489,,11,11086.25
2490,,12,11431.0
2491,,13,10999.25
2492,,14,9990.25
2493,,15,8135.416666666667
2494,,16,5338.5
2495,,17,1921.833333333333
2496,,18,117.0
2497,,19,0.0
2498,,20,0.0
2499,,21,0.0
2500,,22,0.0
2501,,23,0.0
0,2020-03-29,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2502,,7,220.0
2503,,8,1145.75
2504,,9,3258.583333333333
2505,,10,4732.666666666667
2506,,11,3992.833333333333
2507,,12,3449.916666666667
2508,,13,4302.416666666667
2509,,14,2518.625
2510,,15,2935.333333333333
2511,,16,1734.416666666667
2512,,17,1384.583333333333
2513,,18,530.3333333333334
2514,,19,50.25
2515,,20,0.0
2516,,21,0.0
2517,,22,0.0
2518,,23,0.0
2519,2020-03-30,7,95.9
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2520,,8,312.0
2521,,9,793.6363636363636
2522,,10,2431.583333333333
2523,,11,3827.25
2524,,12,4753.833333333333
2525,,13,4660.583333333333
2526,,14,6430.5
2527,,15,7350.75
2528,,16,5596.5
2529,,17,5570.166666666667
2530,,18,2584.5
2531,,19,199.9166666666667
2532,,20,0.0
2533,,21,0.0
2534,,22,0.0
2535,,23,0.0
2536,2020-03-31,7,321.6
2537,,8,1215.916666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2538,,9,3547.0
2539,,10,6454.166666666667
2540,,11,9566.75
2541,,12,6126.166666666667
2542,,13,8713.727272727272
2543,,14,6046.375
2544,,15,6000.181818181818
2545,,16,5665.090909090909
2546,,17,6123.727272727273
2547,,18,434.9090909090909
2548,,19,173.2727272727273
2549,,20,0.0
2550,,21,0.0
2551,,22,0.0
2552,,23,0.0
2553,2020-04-01,7,312.6363636363636
2554,,8,1165.75
2555,,9,3715.333333333333
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2556,,10,6511.083333333333
2557,,11,10115.08333333333
2558,,12,12073.0
2559,,13,12312.33333333333
2560,,14,12006.25
2561,,15,10954.16666666667
2562,,16,8945.25
2563,,17,6100.416666666667
2564,,18,2530.916666666667
2565,,19,192.0833333333333
2566,,20,0.0
2567,,21,0.0
2568,,22,0.0
2569,,23,0.0
2570,2020-04-02,7,299.3333333333333
2571,,8,1258.333333333333
2572,,9,3728.666666666667
2573,,10,6601.416666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2574,,11,10058.91666666667
2575,,12,11560.33333333333
2576,,13,11838.33333333333
2577,,14,11537.91666666667
2578,,15,10552.83333333333
2579,,16,8750.0
2580,,17,5883.666666666667
2581,,18,2367.5
2582,,19,193.0
2583,,20,0.0
2584,,21,0.0
2585,,22,0.0
2586,,23,0.0
2587,2020-04-03,7,329.3
2588,,8,1410.833333333333
2589,,9,3838.333333333333
2590,,10,6531.833333333333
2591,,11,9833.333333333334
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2592,,12,11628.83333333333
2593,,13,10472.75
2594,,14,9937.416666666666
2595,,15,10378.25
2596,,16,8536.333333333334
2597,,17,4916.333333333333
2598,,18,2264.25
2599,,19,189.25
2600,,20,0.0
2601,,21,0.0
2602,,22,0.0
2603,,23,0.0
2604,2020-04-04,6,70.0
2605,,7,429.4166666666667
2606,,8,1479.416666666667
2607,,9,3856.333333333333
2608,,10,6658.833333333333
2609,,11,9931.916666666666
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2610,,12,11660.75
2611,,13,10071.83333333333
2612,,14,11340.16666666667
2613,,15,10001.33333333333
2614,,16,8653.666666666666
2615,,17,5810.75
2616,,18,2724.222222222222
2617,,19,205.0833333333333
2618,,20,0.0
2619,,21,0.0
2620,,22,0.0
2621,,23,0.0
2622,2020-04-05,6,73.5
2623,,7,354.0
2624,,8,1442.583333333333
2625,,9,4093.75
2626,,10,7011.75
2627,,11,10290.16666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2628,,12,11820.91666666667
2629,,13,11909.75
2630,,14,11851.5
2631,,15,10759.5
2632,,16,8929.416666666666
2633,,17,6010.583333333333
2634,,18,2428.833333333333
2635,,19,195.0833333333333
2636,,20,0.0
2637,,21,0.0
2638,,22,0.0
2639,,23,0.0
2640,2020-04-06,6,90.5
2641,,7,370.5833333333333
2642,,8,1501.666666666667
2643,,9,4123.333333333333
2644,,10,6956.583333333333
2645,,11,10045.5
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2646,,12,11323.33333333333
2647,,13,11408.66666666667
2648,,14,10943.63636363636
2649,,15,9993.416666666666
2650,,16,8175.75
2651,,17,5667.166666666667
2652,,18,2387.75
2653,,19,327.0
2654,,20,0.0
2655,,21,0.0
2656,,22,0.0
2657,,23,0.0
2658,2020-04-07,6,78.0
2659,,7,350.75
2660,,8,1437.333333333333
2661,,9,3890.583333333333
2662,,10,6667.583333333333
2663,,11,9564.25
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2664,,12,10835.5
2665,,13,11283.66666666667
2666,,14,10888.75
2667,,15,9967.333333333334
2668,,16,8336.083333333334
2669,,17,5664.166666666667
2670,,18,2410.583333333333
2671,,19,317.7272727272727
2672,,20,0.0
2673,,21,0.0
2674,,22,0.0
2675,,23,0.0
2676,2020-04-08,6,89.5
2677,,7,342.9166666666667
2678,,8,1406.25
2679,,9,4012.0
2680,,10,6911.583333333333
2681,,11,9801.333333333334
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2682,,12,10833.58333333333
2683,,13,11312.08333333333
2684,,14,10727.91666666667
2685,,15,9876.333333333334
2686,,16,8021.416666666667
2687,,17,5543.5
2688,,18,2278.25
2689,,19,446.4285714285714
2690,,23,0.0
2691,2020-04-09,6,86.66666666666667
2692,,7,484.3333333333333
2693,,8,1835.5
2694,,9,4116.833333333333
2695,,10,6891.333333333333
2696,,11,9462.181818181818
2697,,12,10782.6
2698,,13,11181.8
2699,,14,11165.3
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2700,,15,9935.1
2701,,16,8221.636363636364
2702,,17,5611.090909090909
2703,,18,2400.833333333333
2704,,19,414.6363636363636
2705,,20,0.0
2706,,21,0.0
2707,,22,0.0
2708,,23,0.0
2709,2020-04-10,6,109.0
2710,,7,471.4166666666667
2711,,8,1648.833333333333
2712,,9,4151.416666666667
2713,,10,6963.416666666667
2714,,11,9580.454545454546
2715,,12,10939.08333333333
2716,,13,11081.25
2717,,14,10674.41666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2718,,15,9489.5
2719,,16,7633.0
2720,,17,5245.083333333333
2721,,18,2176.5
2722,,19,334.1818181818182
2723,,20,0.0
2724,,21,0.0
2725,,22,0.0
2726,,23,0.0
2727,2020-04-11,6,137.75
2728,,7,459.75
2729,,8,1729.166666666667
2730,,9,4434.0
2731,,10,6902.25
2732,,11,9718.181818181818
2733,,12,10942.41666666667
2734,,13,11226.83333333333
2735,,14,10685.91666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2736,,15,8806.333333333334
2737,,16,8969.0
2738,,17,5806.090909090909
2739,,18,2340.083333333333
2740,,19,317.4545454545454
2741,,20,0.0
2742,,21,0.0
2743,,22,0.0
2744,,23,0.0
2745,2020-04-12,6,94.5
2746,,7,400.6363636363636
2747,,8,1562.083333333333
2748,,9,4164.583333333333
2749,,10,7007.5
2750,,11,9682.0
2751,,12,10838.66666666667
2752,,13,9563.833333333334
2753,,14,9312.666666666666
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2754,,15,8691.75
2755,,16,5438.333333333333
2756,,17,4398.166666666667
2757,,18,2388.75
2758,,19,399.9090909090909
2759,,20,1.333333333333333
2760,,21,0.0
2761,,22,0.0
2762,,23,0.0
2763,2020-04-13,6,106.6666666666667
2764,,7,595.0
2765,,8,1910.0
2766,,9,3283.333333333333
2767,,10,5898.166666666667
2768,,11,9173.416666666666
2769,,12,10654.5
2770,,13,11378.5
2771,,14,8727.416666666666
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2772,,15,4197.727272727273
2773,,16,6745.416666666667
2774,,17,4202.916666666667
2775,,18,1962.833333333333
2776,,19,208.0
2777,,20,0.0
2778,,21,0.0
2779,,22,0.0
2780,,23,0.0
2781,2020-04-14,6,156.75
2782,,7,544.5
2783,,8,1815.833333333333
2784,,9,3562.25
2785,,10,7259.5
2786,,11,7716.75
2787,,12,5751.0
2788,,13,6682.833333333333
2789,,14,7844.833333333333
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2790,,15,6982.25
2791,,16,6791.916666666667
2792,,17,6398.5
2793,,18,2680.083333333333
2794,,19,389.0833333333333
2795,,20,0.0
2796,,21,0.0
2797,,22,0.0
2798,,23,0.0
2799,2020-04-15,6,202.6
2800,,7,753.3333333333334
2801,,8,1899.333333333333
2802,,9,4901.083333333333
2803,,10,7673.083333333333
2804,,11,9935.363636363636
2805,,12,11599.6
2806,,13,11806.0
2807,,14,11544.8
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2808,,15,10610.2
2809,,16,8964.1
2810,,17,6442.888888888889
2811,,18,3145.555555555556
2812,,19,503.2222222222222
2813,,20,0.0
2814,,21,0.0
2815,,22,0.0
2816,,23,0.0
2817,2020-04-16,6,124.2
2818,,7,379.0
2819,,8,1692.916666666667
2820,,9,4555.5
2821,,10,7514.083333333333
2822,,11,9951.333333333334
2823,,12,10970.66666666667
2824,,13,11241.27272727273
2825,,14,10795.5
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2826,,15,9041.5
2827,,16,6875.083333333333
2828,,17,4846.5
2829,,18,2380.916666666667
2830,,19,499.9166666666667
2831,,20,2.166666666666667
2832,,21,0.0
2833,,22,0.0
2834,,23,0.0
2835,2020-04-17,6,111.2
2836,,7,584.3333333333334
2837,,8,1900.916666666667
2838,,9,4152.181818181818
2839,,10,7153.083333333333
2840,,11,9167.583333333334
2841,,12,10592.5
2842,,13,10644.5
2843,,14,9938.333333333334
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2844,,15,8706.166666666666
2845,,16,7863.75
2846,,17,5070.166666666667
2847,,18,1586.833333333333
2848,,19,368.3333333333333
2849,,20,0.0
2850,,21,0.0
2851,,22,0.0
2852,,23,0.0
2853,2020-04-18,6,211.3333333333333
2854,,7,981.0833333333334
2855,,8,2073.166666666667
2856,,9,4019.583333333333
2857,,10,6895.0
2858,,11,9549.166666666666
2859,,12,9136.666666666666
2860,,13,8939.818181818182
2861,,14,8921.0
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2862,,15,6918.75
2863,,16,7172.0
2864,,17,1046.666666666667
2865,,18,1219.583333333333
2866,,19,367.1
2867,,20,0.0
2868,,21,0.0
2869,,22,0.0
2870,,23,0.0
2871,2020-04-19,6,168.7142857142857
2872,,7,514.5833333333334
2873,,8,1780.916666666667
2874,,9,4444.083333333333
2875,,10,7056.25
2876,,11,9389.416666666666
2877,,12,7920.75
2878,,13,9323.583333333334
2879,,14,9795.666666666666
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2880,,15,10552.33333333333
2881,,16,8686.083333333334
2882,,17,5804.636363636364
2883,,18,2649.833333333333
2884,,19,540.75
2885,,20,6.0
2886,,21,0.0
2887,,22,0.0
2888,,23,0.0
2889,2020-04-20,6,220.1428571428571
2890,,7,910.4166666666666
2891,,8,2483.727272727273
2892,,9,5261.416666666667
2893,,10,7896.25
2894,,11,10693.33333333333
2895,,12,10224.25
2896,,13,8233.0
2897,,14,10603.66666666667
0,,0,0.0
1,,1,0.0
2,,2,0.0
3,,3,0.0
4,,4,0.0
5,,5,0.0
2898,,15,10968.83333333333
2899,,16,9097.583333333334
2900,,17,5887.454545454545
2901,,18,2496.25
2902,,19,449.4545454545454
2903,,20,5.083333333333333
2904,,21,0.0
2905,,22,0.0
2906,,23,0.0
2907,2020-04-21,6,236.125
2908,,7,856.8333333333334
2909,,8,2448.166666666667
2910,,9,4916.363636363636
2911,,10,6912.5
2912,,11,9951.166666666666
2913,,12,11504.41666666667
2914,,13,12155.41666666667
2915,,14,11863.33333333333
